case_key,center_id,H,K,budget_tier,token,arch_idx,step,support_mse,validation_wmse,check_wmse,check_mae,check_worst10,cumulative_adaptation_seconds
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A13,13,0,0.0008972468785941601,0.008949157781898975,0.008304244838654995,0.07507965713739395,0.029341546818614006,0.0
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A13,13,1,0.0008971195784397423,0.008952520787715912,0.008307363837957382,0.0750965103507042,0.02934913896024227,0.00306179999998335
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A13,13,5,0.000896324694622308,0.008960511535406113,0.008315030485391617,0.07514072954654694,0.029366739094257355,0.0131155999999919
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A13,13,10,0.0008949924376793206,0.008977084420621395,0.00833078846335411,0.07522999495267868,0.029403459280729294,0.025428900000036947
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A13,13,20,0.0008891681209206581,0.009030359797179699,0.008381255902349949,0.07551393657922745,0.029521089047193527,0.04994189999999321
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A13,13,50,0.0008741312776692212,0.009030272252857685,0.008384665474295616,0.0755705013871193,0.029512811452150345,0.12316949999993199
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A55,55,0,0.0010146478889510036,0.002787250094115734,0.0027324273250997066,0.0434187613427639,0.009944399818778038,0.0
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A55,55,1,0.000945387058891356,0.002667317632585764,0.00262318248860538,0.04239428788423538,0.009654270485043526,0.027414800000002515
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A55,55,5,0.0007558457436971366,0.002305758185684681,0.0022963983938097954,0.03919137641787529,0.008745044469833374,0.12472550000003935
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A55,55,10,0.0006382143474183977,0.0020313113927841187,0.00205186172388494,0.03669022023677826,0.008003843016922474,0.2698808000000952
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A55,55,20,0.0005597443087026477,0.0017721899785101414,0.0018254854949191213,0.03432466462254524,0.007274154108017683,0.5343396000000951
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A55,55,50,0.0005356088513508439,0.00162975350394845,0.0017048881854861975,0.033033519983291626,0.006845058407634497,1.3097963000001016
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A56,56,0,0.0011215362465009093,0.002386897336691618,0.002609421033412218,0.04414771869778633,0.008252796716988087,0.0
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A56,56,1,0.0010314008686691523,0.0022293580695986748,0.0024631451815366745,0.04272633418440819,0.007922477088868618,0.023961100000008173
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A56,56,5,0.0008136524120345712,0.0017952629132196307,0.0020622345618903637,0.03867901861667633,0.006975960917770863,0.12476790000002325
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A56,56,10,0.0007065706886351109,0.001513840863481164,0.0018049516947939992,0.03583094850182533,0.006350496783852577,0.24723740000001726
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A56,56,20,0.000652770628221333,0.0013029620749875903,0.0016152235912159085,0.03358708694577217,0.005889135878533125,0.5023443000000327
c1086_h1_k10_bloose,1086,1,10,loose,STRONG_A56,56,50,0.0006281363894231617,0.0012628609547391534,0.0015848837792873383,0.03316587582230568,0.005847397726029158,1.2565858000001526
c1086_h1_k20_bloose,1086,1,20,loose,PT_A57,57,0,0.0027043786831200123,0.003455319907516241,0.0036001387052237988,0.05159234628081322,0.011465141549706459,0.0
c1086_h1_k20_bloose,1086,1,20,loose,PT_A57,57,1,0.0024125557392835617,0.0031148092821240425,0.0032747043296694756,0.04883398860692978,0.01073045376688242,0.025743900000009035
c1086_h1_k20_bloose,1086,1,20,loose,PT_A57,57,5,0.0016491644782945514,0.0021902481094002724,0.0023952398914843798,0.040799424052238464,0.008540038019418716,0.12978159999997274
c1086_h1_k20_bloose,1086,1,20,loose,PT_A57,57,10,0.0012137347366660833,0.0016145514091476798,0.001853471272625029,0.03545770049095154,0.006962897256016731,0.2503354999999772
c1086_h1_k20_bloose,1086,1,20,loose,PT_A57,57,20,0.0009553699055686593,0.0012060835724696517,0.0014769324334338307,0.031523361802101135,0.005748475436121225,0.505385700000005
c1086_h1_k20_bloose,1086,1,20,loose,PT_A57,57,50,0.000880708743352443,0.0010514119639992714,0.001340928371064365,0.02986154705286026,0.0053487434051930904,1.2598244000001273
c1086_h1_k20_bloose,1086,1,20,loose,C1_A57,57,0,0.004942938685417175,0.0037721514236181974,0.0038168570026755333,0.05179332569241524,0.014515113085508347,0.0
c1086_h1_k20_bloose,1086,1,20,loose,C1_A57,57,1,0.003384989919140935,0.0026059248484671116,0.002633796539157629,0.041805267333984375,0.011133497580885887,0.027626999999995405
c1086_h1_k20_bloose,1086,1,20,loose,C1_A57,57,5,0.0017396245384588838,0.0016393200494349003,0.0016392177203670144,0.03204555809497833,0.007165558636188507,0.140794800000009
c1086_h1_k20_bloose,1086,1,20,loose,C1_A57,57,10,0.001599708804860711,0.001691604731604457,0.001683916081674397,0.03272023797035217,0.007219310384243727,0.2745455000000163
c1086_h1_k20_bloose,1086,1,20,loose,C1_A57,57,20,0.0015926366904750466,0.001731938449665904,0.0017223472241312265,0.033184297382831573,0.007352791726589203,0.5457524000000262
c1086_h1_k20_bloose,1086,1,20,loose,C1_A57,57,50,0.0015903495950624347,0.0017342716455459595,0.0017243045149371028,0.03320731595158577,0.007357054855674505,1.3606451999999933
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A1,1,0,0.001958167878910899,0.009160608984529972,0.008502109907567501,0.07586551457643509,0.029914094135165215,0.0
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A1,1,1,0.0019366967026144266,0.00909070111811161,0.008437424898147583,0.07552807033061981,0.0297537948936224,0.0018053000000008979
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A1,1,5,0.0018586058868095279,0.008827431127429008,0.00819412525743246,0.07424739003181458,0.029144948348402977,0.008561099999951693
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A1,1,10,0.001777398749254644,0.008535361848771572,0.00792479794472456,0.07283034175634384,0.028459371998906136,0.01598059999992074
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A1,1,20,0.0016566375270485878,0.008050916716456413,0.007479574531316757,0.07045648992061615,0.02729620411992073,0.03149229999991121
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A1,1,50,0.0014868673169985414,0.007144221570342779,0.006652354262769222,0.06593519449234009,0.025014180690050125,0.08669619999992051
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A6,6,0,0.0007620048709213734,0.0009719274821691215,0.0014217218849807978,0.03001289814710617,0.006086837500333786,0.0
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A6,6,1,0.0007580304518342018,0.0009750831522978842,0.0014244444901123643,0.030057115480303764,0.006098361685872078,0.0023194000000046344
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A6,6,5,0.0007455723243765533,0.000987364794127643,0.0014352720463648438,0.0302270594984293,0.006144352722913027,0.011040299999990566
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A6,6,10,0.0007355716661550105,0.001001275610178709,0.0014478621305897832,0.03041682578623295,0.006201890762895346,0.021268000000048914
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A6,6,20,0.0007255355594679713,0.0010227508610114455,0.00146785459946841,0.030702730640769005,0.006290588062256575,0.041670500000094535
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A6,6,50,0.0007176546496339142,0.001048266771249473,0.0014931773766875267,0.031057488173246384,0.006395854987204075,0.10165740000010715
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A13,13,0,0.0018674497259780765,0.008969650603830814,0.008364871144294739,0.07553563266992569,0.029440082609653473,0.0
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A13,13,1,0.0018448394257575274,0.008894030004739761,0.008294516243040562,0.0751572921872139,0.02926776371896267,0.0021487000000206535
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A13,13,5,0.001766845234669745,0.008623511530458927,0.008043230511248112,0.07380574941635132,0.028645716607570648,0.010471900000055712
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A13,13,10,0.0016855619614943862,0.008321081288158894,0.007762862369418144,0.07227824628353119,0.027939647436141968,0.020020200000033128
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A13,13,20,0.0015665186801925302,0.007823463529348373,0.007303199730813503,0.06978054344654083,0.026750490069389343,0.03949620000000209
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A13,13,50,0.0013983054086565971,0.006900913547724485,0.006458085495978594,0.0650685727596283,0.024439364671707153,0.12033409999997957
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A55,55,0,0.0021770745515823364,0.0027738194912672043,0.0027478844858705997,0.04350843280553818,0.009982575662434101,0.0
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A55,55,1,0.0019889201503247023,0.0025695490185171366,0.0025560895446687937,0.04170500859618187,0.009469735436141491,0.029073500000009744
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A55,55,5,0.001472537056542933,0.001990026794373989,0.0020167191978543997,0.036337677389383316,0.007909243926405907,0.14036140000004593
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A55,55,10,0.0011500115506350994,0.0015995248686522245,0.0016602332470938563,0.032612547278404236,0.006702924147248268,0.33870370000008165
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A55,55,20,0.0009308334556408226,0.001290168147534132,0.0013877240708097816,0.02981916442513466,0.0056648533791303635,0.698357100000095
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A55,55,50,0.0008492138586007059,0.0011335039744153619,0.0012568370439112186,0.02842487022280693,0.0051055229268968105,1.4599193000000525
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A56,56,0,0.0021760102827101946,0.0023752800188958645,0.0026288945227861404,0.04442810267210007,0.008287106640636921,0.0
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A56,56,1,0.0019433435518294573,0.0021167814265936613,0.0023843005765229464,0.04204487055540085,0.007723281159996986,0.025471500000008973
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A56,56,5,0.0013645886210724711,0.0014451765455305576,0.0017519454704597592,0.035298071801662445,0.006190001033246517,0.1274814999999876
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A56,56,10,0.0010646688751876354,0.0010590017773211002,0.0013923702063038945,0.0309499129652977,0.005346187390387058,0.2594673000000398
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A56,56,20,0.0009068084764294326,0.0008107579778879881,0.0011656509013846517,0.027665849775075912,0.004913060925900936,0.5568483000000697
c1086_h1_k20_bloose,1086,1,20,loose,STRONG_A56,56,50,0.0008516182424500585,0.0007249234477058053,0.0010881050257012248,0.026391848921775818,0.004806839395314455,1.3225714000002995
c1086_h4_k10_bloose,1086,4,10,loose,PT_A57,57,0,0.001409765682183206,0.0034420613665133715,0.003708250354975462,0.05077783763408661,0.011358879506587982,0.0
c1086_h4_k10_bloose,1086,4,10,loose,PT_A57,57,1,0.0013709892518818378,0.0033809631131589413,0.0036486373282969,0.05033055320382118,0.01121479831635952,0.02364689999998859
c1086_h4_k10_bloose,1086,4,10,loose,PT_A57,57,5,0.001238750177435577,0.003165784291923046,0.0034390247892588377,0.048739831894636154,0.01069433894008398,0.1846008999999924
c1086_h4_k10_bloose,1086,4,10,loose,PT_A57,57,10,0.001114945742301643,0.002951528877019882,0.0032309358939528465,0.04715945944190025,0.010151691734790802,0.39093220000000883
c1086_h4_k10_bloose,1086,4,10,loose,PT_A57,57,20,0.0009596614399924874,0.0026531051844358444,0.00294250319711864,0.044920291751623154,0.009340686723589897,0.6605634000000293
c1086_h4_k10_bloose,1086,4,10,loose,PT_A57,57,50,0.0008059798856265843,0.0022734266240149736,0.0025795982219278812,0.04204036295413971,0.008167597465217113,1.4331053999999313
c1086_h4_k10_bloose,1086,4,10,loose,C1_A57,57,0,0.0045685782097280025,0.003316156566143036,0.0033653280697762966,0.04619219899177551,0.011916202493011951,0.0
c1086_h4_k10_bloose,1086,4,10,loose,C1_A57,57,1,0.004133979324251413,0.003092739498242736,0.0031361246947199106,0.044572580605745316,0.011185912415385246,0.029244699999992463
c1086_h4_k10_bloose,1086,4,10,loose,C1_A57,57,5,0.0029797914903610945,0.0026035148184746504,0.002629579044878483,0.040704064071178436,0.009681950323283672,0.14805959999995366
c1086_h4_k10_bloose,1086,4,10,loose,C1_A57,57,10,0.002298330655321479,0.002463440876454115,0.002476620255038142,0.03961403667926788,0.009497202932834625,0.27681380000001354
c1086_h4_k10_bloose,1086,4,10,loose,C1_A57,57,20,0.0018631231505423784,0.002582547953352332,0.0025842064060270786,0.040799885988235474,0.010018748231232166,0.5378166000000704
c1086_h4_k10_bloose,1086,4,10,loose,C1_A57,57,50,0.0017317452002316713,0.0028204021509736776,0.0028164333198219538,0.04287666454911232,0.010778455063700676,1.275573700000166
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A1,1,0,0.004763361532241106,0.020513050258159637,0.0191208366304636,0.12385068088769913,0.04999624565243721,0.0
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A1,1,1,0.004723330494016409,0.020431464537978172,0.019043194130063057,0.12353946268558502,0.049856532365083694,0.00212179999999762
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A1,1,5,0.0045671588741242886,0.020111145451664925,0.01873844489455223,0.1223101019859314,0.04930656775832176,0.00938530000001947
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A1,1,10,0.0043805488385260105,0.0197239238768816,0.018370255827903748,0.12080764770507812,0.04863869026303291,0.020296400000006543
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A1,1,20,0.0040342495776712894,0.018991176038980484,0.017674164846539497,0.11791899055242538,0.04736529663205147,0.04079609999999434
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A1,1,50,0.0031812533270567656,0.017088543623685837,0.01587110385298729,0.11032681912183762,0.04399421811103821,0.09115529999996852
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A6,6,0,0.00454620411619544,0.002197306603193283,0.002866567810997367,0.043066348880529404,0.011379638686776161,0.0
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A6,6,1,0.0044550164602696896,0.002163768745958805,0.002831818535923958,0.042765017598867416,0.011258297599852085,0.0021068000000070697
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A6,6,5,0.0041085174307227135,0.002040631603449583,0.002701763529330492,0.04162074998021126,0.010794522240757942,0.011585700000011911
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A6,6,10,0.003714262740686536,0.0019095297902822495,0.0025628653820604086,0.04033138230443001,0.010291890241205692,0.02300639999998566
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A6,6,20,0.003042135387659073,0.0017016077181324363,0.0023485543206334114,0.0382070392370224,0.009493239223957062,0.045741999999961536
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A6,6,50,0.0017401514342054725,0.0013986269477754831,0.0020387317053973675,0.03514435887336731,0.008362327702343464,0.10972439999989092
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A13,13,0,0.004763360600918531,0.02051304653286934,0.01912083476781845,0.12385068088769913,0.04999624565243721,0.0
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A13,13,1,0.004723329562693834,0.020431460812687874,0.01904319040477276,0.12353946268558502,0.0498565211892128,0.003489199999989978
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A13,13,5,0.004567158408463001,0.020111143589019775,0.01873844489455223,0.1223100870847702,0.049306560307741165,0.015092899999956444
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A13,13,10,0.004380547441542149,0.0197239238768816,0.01837025210261345,0.12080764025449753,0.048638682812452316,0.03004959999995549
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A13,13,20,0.004034248646348715,0.018991172313690186,0.017674162983894348,0.1179189682006836,0.04736528545618057,0.055534199999925704
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A13,13,50,0.0031812526285648346,0.017088541761040688,0.01587110199034214,0.11032681912183762,0.04399421066045761,0.13586999999986915
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A55,55,0,0.0008248987724073231,0.001340321614407003,0.0020591190550476313,0.035501349717378616,0.008986636064946651,0.0
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A55,55,1,0.0007984648691490293,0.0013121624942868948,0.0020319181494414806,0.03524879366159439,0.008947881869971752,0.046255299999984345
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A55,55,5,0.0007117984932847321,0.0012198672629892826,0.0019430642714723945,0.03442332148551941,0.00881824642419815,0.23031939999998485
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A55,55,10,0.0006363697466440499,0.0011397231137380004,0.0018664690433070064,0.033671680837869644,0.008707103319466114,0.35994700000000535
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A55,55,20,0.0005522271967492998,0.0010513545712456107,0.0017833178862929344,0.032793134450912476,0.008591674268245697,0.6212857000000724
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A55,55,50,0.0004888742114417255,0.0009914695983752608,0.001731058699078858,0.032174717634916306,0.008510591462254524,1.3807113999999672
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A56,56,0,0.0006047000060789287,0.0018808281747624278,0.002305783564224839,0.039362967014312744,0.007859548553824425,0.0
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A56,56,1,0.0006002641166560352,0.001889255829155445,0.0023136658128350973,0.03943205997347832,0.007886194624006748,0.04696450000000141
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A56,56,5,0.000584650260861963,0.001921570859849453,0.002343931468203664,0.03969743847846985,0.00798829086124897,0.15275890000000913
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A56,56,10,0.0005691299447789788,0.0019587785936892033,0.0023788572289049625,0.040007032454013824,0.00810354296118021,0.27616139999997813
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A56,56,20,0.0005476050428114831,0.0020228212233632803,0.0024391429033130407,0.040545932948589325,0.008295969106256962,0.5313721999999359
c1086_h4_k10_bloose,1086,4,10,loose,STRONG_A56,56,50,0.0005196254933252931,0.0021464957389980555,0.0025561635848134756,0.04157258942723274,0.008654526434838772,1.2882632999999828
c1086_h4_k20_bloose,1086,4,20,loose,PT_A57,57,0,0.0029306455980986357,0.003434891812503338,0.0037166811525821686,0.05082735791802406,0.011358879506587982,0.0
c1086_h4_k20_bloose,1086,4,20,loose,PT_A57,57,1,0.002843025838956237,0.0033347613643854856,0.003617142094299197,0.05006289854645729,0.011120657436549664,0.024507900000003247
c1086_h4_k20_bloose,1086,4,20,loose,PT_A57,57,5,0.002543257549405098,0.00298757734708488,0.0032722956966608763,0.04737116023898125,0.01026317197829485,0.15056259999997224
c1086_h4_k20_bloose,1086,4,20,loose,PT_A57,57,10,0.0022609548177570105,0.002651890041306615,0.002939408179372549,0.044754255563020706,0.009374778717756271,0.3075299999999572
c1086_h4_k20_bloose,1086,4,20,loose,PT_A57,57,20,0.001903730328194797,0.002206415869295597,0.0024989161174744368,0.04119123890995979,0.008069049566984177,0.5825601999999606
c1086_h4_k20_bloose,1086,4,20,loose,PT_A57,57,50,0.001543784630484879,0.0016949919518083334,0.0019971495494246483,0.0368877649307251,0.006374669261276722,1.3442923999998584
c1086_h4_k20_bloose,1086,4,20,loose,C1_A57,57,0,0.003131350502371788,0.003334036096930504,0.003326995065435767,0.04593588411808014,0.01173650287091732,0.0
c1086_h4_k20_bloose,1086,4,20,loose,C1_A57,57,1,0.002925765933468938,0.003172947559505701,0.0031653568148612976,0.04479720816016197,0.011243625544011593,0.02976639999999975
c1086_h4_k20_bloose,1086,4,20,loose,C1_A57,57,5,0.0023768290411680937,0.0027583385817706585,0.0027495359536260366,0.04162963852286339,0.010029062628746033,0.18579079999997816
c1086_h4_k20_bloose,1086,4,20,loose,C1_A57,57,10,0.0020483469124883413,0.002531488658860326,0.002522408263757825,0.03980061411857605,0.009499287232756615,0.3435035999999627
c1086_h4_k20_bloose,1086,4,20,loose,C1_A57,57,20,0.0018330634338781238,0.002409875625744462,0.0024015039671212435,0.03895646706223488,0.009363699704408646,0.6170006999999771
c1086_h4_k20_bloose,1086,4,20,loose,C1_A57,57,50,0.0017649095971137285,0.002390864072367549,0.002384209306910634,0.03896913677453995,0.009403819218277931,1.386701199999976
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A1,1,0,0.007823668420314789,0.020519671961665154,0.01928887329995632,0.12489048391580582,0.04999624565243721,0.0
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A1,1,1,0.007757221814244986,0.020413750782608986,0.01918718032538891,0.12448517978191376,0.04981471225619316,0.002377400000000307
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A1,1,5,0.0074980007484555244,0.01999860256910324,0.018788721412420273,0.1228841170668602,0.04910086840391159,0.009951400000034027
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A1,1,10,0.007188251707702875,0.01949828863143921,0.01830880716443062,0.12092737853527069,0.04823550209403038,0.019847600000019838
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A1,1,20,0.006613444536924362,0.01855638436973095,0.017406199127435684,0.11718489974737167,0.04659038409590721,0.03630230000007373
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A1,1,50,0.005197590216994286,0.01614345982670784,0.015100007876753807,0.10731106996536255,0.042267464101314545,0.08661640000005377
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A6,6,0,0.0031896785367280245,0.0022213321644812822,0.0028392658568918705,0.04280579835176468,0.011376554146409035,0.0
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A6,6,1,0.0031337898690253496,0.002194737084209919,0.0028126344550400972,0.04257277399301529,0.01127997599542141,0.002408500000001368
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A6,6,5,0.0029216844122856855,0.002095822710543871,0.0027119345031678677,0.0416841059923172,0.010914986953139305,0.010794900000007601
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A6,6,10,0.0026807168032974005,0.0019880158361047506,0.0026013213209807873,0.04066799581050873,0.010502723976969719,0.020823699999994005
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A6,6,20,0.0022713409271091223,0.0018116188002750278,0.0024256340693682432,0.03894294798374176,0.009830852039158344,0.04094130000001428
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A6,6,50,0.0014735847944393754,0.0015024207532405853,0.002129221800714731,0.03593515604734421,0.008652632124722004,0.0938420999999039
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A13,13,0,0.007823667488992214,0.020519668236374855,0.01928887329995632,0.12489048391580582,0.04999624565243721,0.0
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A13,13,1,0.007757220417261124,0.020413748919963837,0.01918717846274376,0.12448515743017197,0.04981470853090286,0.002835000000004584
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A13,13,5,0.0074979993514716625,0.019998600706458092,0.018788719549775124,0.12288409471511841,0.04910086467862129,0.013086000000015474
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A13,13,10,0.007188250310719013,0.01949828490614891,0.01830880530178547,0.1209273636341095,0.04823549836874008,0.0261334000000204
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A13,13,20,0.006613444071263075,0.0185563825070858,0.017406199127435684,0.11718489974737167,0.04659038409590721,0.05073260000003188
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A13,13,50,0.005197589285671711,0.01614345796406269,0.015100006014108658,0.10731106996536255,0.042267460376024246,0.1254326000000674
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A55,55,0,0.001045412034727633,0.0013342889724299312,0.002066476736217737,0.035585131496191025,0.008986636064946651,0.0
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A55,55,1,0.00101352424826473,0.0012976225698366761,0.0020308003295212984,0.035224467515945435,0.00893049594014883,0.023958399999997937
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A55,55,5,0.0009108757949434221,0.0011780703207477927,0.001914762076921761,0.03403446450829506,0.008748124353587627,0.1413167000000044
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A55,55,10,0.0008245099452324212,0.001074790139682591,0.001815044553950429,0.032937709242105484,0.008604197762906551,0.2775671999999929
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A55,55,20,0.000733157095964998,0.000959938217420131,0.0017053267220035195,0.0316062830388546,0.008448979817330837,0.5457716999999889
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A55,55,50,0.0006716274074278772,0.0008703548228368163,0.0016231648623943329,0.03044997714459896,0.008323169313371181,1.308739700000018
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A56,56,0,0.001898722373880446,0.0018713854951784015,0.002289980184286833,0.039127469062805176,0.007859548553824425,0.0
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A56,56,1,0.0018746232381090522,0.0018487513298168778,0.0022681772243231535,0.03893573209643364,0.007783116772770882,0.044700799999986884
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A56,56,5,0.0017886366695165634,0.0017679858719930053,0.002190598053857684,0.038241490721702576,0.007510484661906958,0.16411179999994374
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A56,56,10,0.0017007809365168214,0.0016855408903211355,0.002111851703375578,0.037532929331064224,0.007240453734993935,0.2929090999998891
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A56,56,20,0.0015720948576927185,0.0015653388109058142,0.0019982382655143738,0.036496251821517944,0.006822394672781229,0.5596311999998704
c1086_h4_k20_bloose,1086,4,20,loose,STRONG_A56,56,50,0.001369174220599234,0.0013823523186147213,0.0018302524695172906,0.034857798367738724,0.0061774468049407005,1.428321099999863
c1087_h1_k10_btight,1087,1,10,tight,PT_A57,57,0,0.005212606396526098,0.006186968646943569,0.00654887780547142,0.06561458855867386,0.02688448876142502,0.0
c1087_h1_k10_btight,1087,1,10,tight,PT_A57,57,1,0.004769164603203535,0.006011806894093752,0.006289375014603138,0.06417868286371231,0.026001492515206337,0.035377299999993284
c1087_h1_k10_btight,1087,1,10,tight,PT_A57,57,5,0.003559689735993743,0.0056012896820902824,0.0056037274189293385,0.06036233529448509,0.023572688922286034,0.19437540000001263
c1087_h1_k10_btight,1087,1,10,tight,PT_A57,57,10,0.0027973640244454145,0.005445004440844059,0.005211263429373503,0.058262329548597336,0.02204352803528309,0.3354318999999748
c1087_h1_k10_btight,1087,1,10,tight,PT_A57,57,20,0.002219676272943616,0.005488942377269268,0.0050016664899885654,0.05709068849682808,0.0212497990578413,0.5884786999999676
c1087_h1_k10_btight,1087,1,10,tight,PT_A57,57,50,0.001752448151819408,0.005713446997106075,0.0050798580050468445,0.057562317699193954,0.02146945334970951,1.3335097999999164
c1087_h1_k10_btight,1087,1,10,tight,C1_A57,57,0,0.005387652665376663,0.011684149503707886,0.009774425067007542,0.07828705757856369,0.04391093552112579,0.0
c1087_h1_k10_btight,1087,1,10,tight,C1_A57,57,1,0.0050476836040616035,0.011009887792170048,0.009229786694049835,0.07583542168140411,0.04189120605587959,0.02385279999998602
c1087_h1_k10_btight,1087,1,10,tight,C1_A57,57,5,0.004454156383872032,0.009554288350045681,0.00809464044868946,0.07079119980335236,0.037191957235336304,0.12451090000001841
c1087_h1_k10_btight,1087,1,10,tight,C1_A57,57,10,0.00426444923505187,0.00892881490290165,0.007625077851116657,0.06874945759773254,0.03509458899497986,0.26022660000000997
